per;Währung;NAV;Umlaufende Anteile;Fondsvermögen;Ertragsserie des Produktes;Benchmark Ertragserie
13.Juni2019;EUR;32.40;17’100’000.00;554’024’605.89;166.29;171.31
12.Juni2019;EUR;32.35;17’100’000.00;553’112’847.57;166.02;171.04
11.Juni2019;EUR;33.06;17’100’000.00;565’269’052.28;169.67;174.79
07.Juni2019;EUR;32.59;17’100’000.00;557’233’072.41;167.26;172.50
06.Juni2019;EUR;32.21;17’100’000.00;550’714’897.74;165.30;170.49
05.Juni2019;EUR;32.05;17’100’000.00;548’027’157.32;164.49;169.65
04.Juni2019;EUR;32.25;17’100’000.00;551’504’072.46;165.54;170.72
03.Juni2019;EUR;32.10;17’100’000.00;548’872’748.44;164.75;169.90
31.Mai2019;EUR;31.98;17’100’000.00;546’912’314.46;164.16;169.29
30.Mai2019;EUR;32.14;17’100’000.00;549’569’829.42;164.96;170.10
29.Mai2019;EUR;32.11;17’100’000.00;549’125’275.46;164.82;169.97
28.Mai2019;EUR;32.66;16’850’000.00;550’338’018.66;167.64;172.86
27.Mai2019;EUR;32.65;16’850’000.00;550’165’554.48;167.58;172.81
24.Mai2019;EUR;32.57;16’850’000.00;548’837’951.39;167.18;172.39
23.Mai2019;EUR;32.48;16’850’000.00;547’254’345.64;166.70;171.89
22.Mai2019;EUR;33.62;16’850’000.00;566’424’042.13;172.54;177.91
21.Mai2019;EUR;33.90;16’850’000.00;571’248’191.52;174.01;179.42
20.Mai2019;EUR;33.57;16’850’000.00;565’634’544.23;172.30;177.67
17.Mai2019;EUR;33.61;16’850’000.00;566’401’788.78;172.53;177.95
16.Mai2019;EUR;33.40;16’850’000.00;562’829’622.82;171.44;176.83
15.Mai2019;EUR;32.82;16’850’000.00;553’052’029.82;168.46;173.79
14.Mai2019;EUR;32.72;16’850’000.00;551’252’902.73;167.92;173.21
13.Mai2019;EUR;32.26;16’850’000.00;543’643’635.86;165.60;170.83
10.Mai2019;EUR;32.32;16’850’000.00;544’582’330.33;165.88;171.11
09.Mai2019;EUR;32.15;16’850’000.00;541’685’916.08;165.00;170.20
08.Mai2019;EUR;32.52;16’850’000.00;547’909’843.22;166.90;172.16
07.Mai2019;EUR;32.39;16’850’000.00;545’765’460.36;166.24;171.48
06.Mai2019;EUR;33.19;16’850’000.00;559’328’025.34;170.38;175.75
03.Mai2019;EUR;33.69;16’850’000.00;567’592’206.18;172.89;178.34
02.Mai2019;EUR;33.57;16’850’000.00;565’610’966.98;172.29;177.72
30.Apr.2019;EUR;33.97;16’850’000.00;572’375’730.29;174.35;179.84
29.Apr.2019;EUR;33.61;16’850’000.00;566’327’971.55;172.51;177.94
26.Apr.2019;EUR;33.95;16’900’000.00;573’717’246.27;174.24;179.72
25.Apr.2019;EUR;34.45;16’900’000.00;582’206’184.99;176.82;182.37
24.Apr.2019;EUR;34.50;16’900’000.00;583’111’577.13;177.09;182.66
23.Apr.2019;EUR;35.13;16’900’000.00;593’639’352.64;180.29;185.95
18.Apr.2019;EUR;34.44;16’900’000.00;582’012’917.52;176.76;182.30
17.Apr.2019;EUR;34.46;16’900’000.00;582’349’461.20;176.86;182.40
16.Apr.2019;EUR;34.24;16’900’000.00;578’735’332.45;175.77;181.27
15.Apr.2019;EUR;34.48;16’900’000.00;582’742’056.79;176.98;182.52
12.Apr.2019;EUR;34.82;16’900’000.00;588’503’309.43;177.15;182.69
11.Apr.2019;EUR;34.92;16’900’000.00;590’084’614.48;177.63;183.18
10.Apr.2019;EUR;35.15;16’900’000.00;594’061’072.52;178.82;184.41
09.Apr.2019;EUR;34.91;16’900’000.00;590’056’531.86;177.62;183.16
08.Apr.2019;EUR;35.19;16’900’000.00;594’735’830.85;179.03;184.62
05.Apr.2019;EUR;34.89;16’900’000.00;589’655’685.78;177.50;183.03
04.Apr.2019;EUR;34.59;16’900’000.00;584’519’476.19;175.95;181.42
03.Apr.2019;EUR;34.83;16’900’000.00;588’691’355.05;177.21;182.72
02.Apr.2019;EUR;34.65;16’900’000.00;585’601’690.01;176.28;181.78
01.Apr.2019;EUR;34.61;16’900’000.00;584’979’640.89;176.09;181.58
29.März2019;EUR;34.21;16’900’000.00;578’126’362.48;174.03;179.46
28.März2019;EUR;33.96;16’900’000.00;573’934’656.54;172.77;178.16
27.März2019;EUR;34.04;17’350’000.00;590’652’481.45;173.19;178.59
26.März2019;EUR;34.14;17’350’000.00;592’397’316.81;173.70;179.11
25.März2019;EUR;33.87;17’350’000.00;587’692’368.02;172.32;177.69
22.März2019;EUR;34.13;17’350’000.00;592’172’445.23;173.63;179.04
21.März2019;EUR;34.65;17’350’000.00;601’176’584.20;176.27;181.77
20.März2019;EUR;34.54;17’600’000.00;607’881’064.02;175.71;181.17
19.März2019;EUR;34.94;17’600’000.00;614’877’984.76;177.73;183.25
18.März2019;EUR;34.79;17’600’000.00;612’384’115.86;177.01;182.71
15.März2019;EUR;34.40;17’600’000.00;605’477’492.44;175.01;180.64
14.März2019;EUR;34.42;17’600’000.00;605’789’142.20;175.10;180.73
13.März2019;EUR;34.16;17’600’000.00;601’274’406.12;173.80;179.38
12.März2019;EUR;33.61;18’100’000.00;608’390’301.94;171.00;176.49
11.März2019;EUR;33.62;18’100’000.00;608’443’368.19;171.01;176.50
08.März2019;EUR;33.29;18’100’000.00;602’561’513.48;169.36;174.79
07.März2019;EUR;33.90;18’100’000.00;613’587’151.25;172.46;177.99
06.März2019;EUR;33.90;18’100’000.00;613’531’686.29;172.44;177.98
05.März2019;EUR;33.77;18’100’000.00;611’305’373.80;171.81;177.33
04.März2019;EUR;33.66;18’100’000.00;609’203’214.72;171.22;176.71
01.März2019;EUR;33.46;18’100’000.00;605’547’232.70;170.20;175.65
28.Feb.2019;EUR;33.50;18’100’000.00;606’396’902.97;170.44;175.89
27.Feb.2019;EUR;33.65;18’100’000.00;608’986’267.80;171.16;176.64
26.Feb.2019;EUR;33.60;18’400’000.00;618’147’653.45;170.91;176.37
25.Feb.2019;EUR;33.42;18’400’000.00;615’010’174.74;170.04;175.49
22.Feb.2019;EUR;33.60;18’400’000.00;618’175’777.52;170.91;176.39
21.Feb.2019;EUR;33.58;18’400’000.00;617’915’421.01;170.84;176.32
20.Feb.2019;EUR;33.66;18’400’000.00;619’303’231.61;171.22;176.71
19.Feb.2019;EUR;33.48;18’400’000.00;616’022’758.79;170.32;175.77
18.Feb.2019;EUR;33.47;18’400’000.00;615’874’967.20;170.28;175.74
15.Feb.2019;EUR;33.56;18’700’000.00;627’599’704.47;170.73;176.21
14.Feb.2019;EUR;33.13;18’700’000.00;619’595’937.28;168.56;173.96
13.Feb.2019;EUR;33.19;18’800’000.00;624’051’110.65;168.87;174.28
12.Feb.2019;EUR;33.01;18’800’000.00;620’649’625.69;167.95;173.33
11.Feb.2019;EUR;32.81;19’700’000.00;646’294’609.28;166.90;172.24
08.Feb.2019;EUR;32.61;20’100’000.00;655’382’785.35;165.87;171.18
07.Feb.2019;EUR;32.68;20’100’000.00;656’909’086.25;166.26;171.58
06.Feb.2019;EUR;33.24;20’100’000.00;668’105’692.67;169.09;174.50
05.Feb.2019;EUR;33.16;20’100’000.00;666’538’716.64;168.70;174.09
04.Feb.2019;EUR;32.57;20’200’000.00;657’956’484.96;165.70;171.00
01.Feb.2019;EUR;32.49;20’200’000.00;656’382’117.77;165.31;170.58
31.Jan.2019;EUR;32.45;20’200’000.00;655’588’178.08;165.11;170.37
30.Jan.2019;EUR;31.87;20’300’000.00;647’008’925.01;162.14;167.31
29.Jan.2019;EUR;31.73;20’300’000.00;644’141’558.70;161.42;166.57
28.Jan.2019;EUR;31.26;20’300’000.00;634’509’754.20;159.01;164.07
25.Jan.2019;EUR;31.86;20’300’000.00;646’792’527.93;162.09;167.24
24.Jan.2019;EUR;31.73;20’300’000.00;644’186’524.35;161.43;166.57
23.Jan.2019;EUR;31.50;20’300’000.00;639’507’140.91;160.26;165.36
22.Jan.2019;EUR;31.76;20’300’000.00;644’784’430.82;161.58;166.72
21.Jan.2019;EUR;32.13;20’400’000.00;655’376’176.10;163.43;168.62
18.Jan.2019;EUR;32.24;20’400’000.00;657’710’128.97;164.02;169.23
17.Jan.2019;EUR;31.56;22’200’000.00;700’592’813.16;160.54;165.64
16.Jan.2019;EUR;31.64;22’200’000.00;702’366’972.85;160.95;166.06
15.Jan.2019;EUR;31.68;22’200’000.00;703’395’675.82;161.19;166.30
14.Jan.2019;EUR;31.94;22’200’000.00;709’028’176.49;160.57;165.66
11.Jan.2019;EUR;31.91;22’400’000.00;714’730’729.61;160.42;165.50
10.Jan.2019;EUR;32.14;22’400’000.00;719’998’929.21;161.60;166.72
09.Jan.2019;EUR;32.13;22’450’000.00;721’350’295.03;161.54;166.65
08.Jan.2019;EUR;31.83;22’450’000.00;714’637’220.83;160.04;165.10
07.Jan.2019;EUR;31.80;22’450’000.00;713’906’141.54;159.87;164.92
04.Jan.2019;EUR;31.79;22’450’000.00;713’612’963.24;159.81;164.85
03.Jan.2019;EUR;30.88;22’450’000.00;693’267’878.98;155.25;160.15
02.Jan.2019;EUR;30.98;22’450’000.00;695’483’886.11;155.75;160.66
28.Dez.2018;EUR;30.57;22’450’000.00;686’233’020.05;153.68;158.52
27.Dez.2018;EUR;29.91;22’450’000.00;671’448’231.57;150.37;155.10
21.Dez.2018;EUR;30.39;22’450’000.00;682’193’658.10;152.77;157.61
20.Dez.2018;EUR;30.37;22’450’000.00;681’697’652.85;152.66;157.51
19.Dez.2018;EUR;30.97;23’750’000.00;735’640’183.51;155.72;160.65
18.Dez.2018;EUR;30.82;23’750’000.00;731’939’820.69;154.94;159.84
17.Dez.2018;EUR;31.47;23’950’000.00;753’750’623.70;158.22;163.43
14.Dez.2018;EUR;31.90;24’250’000.00;773’498’411.69;160.36;165.64
13.Dez.2018;EUR;31.96;24’250’000.00;775’037’098.59;160.68;165.96
12.Dez.2018;EUR;31.91;24’900’000.00;794’650’212.45;160.45;165.72
11.Dez.2018;EUR;31.55;24’900’000.00;785’481’999.40;158.59;163.81
10.Dez.2018;EUR;31.16;24’900’000.00;775’971’884.32;156.67;161.82
07.Dez.2018;EUR;31.92;24’900’000.00;794’719’069.81;160.46;165.72
06.Dez.2018;EUR;31.23;24’900’000.00;777’710’822.44;157.03;162.17
05.Dez.2018;EUR;32.44;24’900’000.00;807’801’362.43;163.10;168.44
04.Dez.2018;EUR;32.88;24’900’000.00;818’764’944.62;165.31;170.73
03.Dez.2018;EUR;33.01;25’050’000.00;826’801’955.48;165.94;171.37
30.Nov.2018;EUR;32.38;25’050’000.00;811’125’188.58;162.79;168.11
29.Nov.2018;EUR;32.24;25’050’000.00;807’534’893.82;162.07;167.37
28.Nov.2018;EUR;32.12;25’050’000.00;804’690’820.02;161.50;166.77
27.Nov.2018;EUR;32.09;26’650’000.00;855’200’620.36;161.33;166.59
26.Nov.2018;EUR;32.17;26’650’000.00;857’225’234.26;161.72;166.99
23.Nov.2018;EUR;31.49;26’650’000.00;839’094’346.46;158.29;163.45
22.Nov.2018;EUR;32.37;26’650’000.00;862’552’759.05;162.72;168.02
21.Nov.2018;EUR;32.63;26’650’000.00;869’607’065.28;164.05;169.39
20.Nov.2018;EUR;32.12;26’650’000.00;856’014’646.15;161.49;166.76
19.Nov.2018;EUR;32.61;26’650’000.00;869’094’116.23;163.95;169.32
16.Nov.2018;EUR;32.97;26’650’000.00;878’561’712.08;165.74;171.16
15.Nov.2018;EUR;33.02;26’650’000.00;879’883’544.99;165.99;171.41
14.Nov.2018;EUR;32.76;26’650’000.00;873’017’343.62;164.69;170.07
13.Nov.2018;EUR;32.91;26’300’000.00;865’625’346.44;165.47;170.87
12.Nov.2018;EUR;33.51;26’300’000.00;881’382’640.48;168.48;173.97
09.Nov.2018;EUR;33.48;26’300’000.00;880’481’475.25;168.31;173.79
08.Nov.2018;EUR;33.95;26’300’000.00;893’002’541.59;170.71;176.27
07.Nov.2018;EUR;34.06;26’300’000.00;895’746’144.01;171.23;176.81
06.Nov.2018;EUR;33.59;26’300’000.00;883’527’569.15;168.89;174.40
05.Nov.2018;EUR;33.72;26’300’000.00;886’847’570.79;169.53;175.05
02.Nov.2018;EUR;33.22;26’300’000.00;873’599’122.84;167.00;172.43
01.Nov.2018;EUR;33.46;26’300’000.00;879’908’345.62;168.20;173.67
31.Okt.2018;EUR;34.24;26’300’000.00;900’517’673.64;172.14;177.74
30.Okt.2018;EUR;33.25;26’650’000.00;886’182’182.27;167.24;172.61
29.Okt.2018;EUR;33.29;26’650’000.00;887’068’229.17;167.34;172.78
26.Okt.2018;EUR;33.00;26’650’000.00;879’514’386.67;165.92;171.30
25.Okt.2018;EUR;33.27;27’250’000.00;906’566’987.27;167.26;172.68
24.Okt.2018;EUR;33.11;27’250’000.00;902’261’695.01;166.46;171.86
23.Okt.2018;EUR;33.18;27’250’000.00;904’289’202.85;166.84;172.24
22.Okt.2018;EUR;34.07;27’250’000.00;928’430’278.39;171.29;176.84
19.Okt.2018;EUR;34.58;27’250’000.00;942’267’864.19;173.84;179.47
18.Okt.2018;EUR;34.49;27’250’000.00;939’741’128.21;173.38;178.98
17.Okt.2018;EUR;34.83;27’250’000.00;949’228’178.86;175.13;180.79
16.Okt.2018;EUR;35.08;27’250’000.00;955’821’058.11;176.34;182.04
15.Okt.2018;EUR;34.83;27’250’000.00;949’204’655.62;175.12;180.78
12.Okt.2018;EUR;34.91;28’050’000.00;979’250’710.54;174.11;179.73
11.Okt.2018;EUR;34.95;28’050’000.00;980’412’770.11;174.32;179.95
10.Okt.2018;EUR;36.09;28’050’000.00;1’012’341’422.07;180.00;185.79
09.Okt.2018;EUR;36.34;28’050’000.00;1’019’474’546.84;181.26;187.10
08.Okt.2018;EUR;35.79;28’050’000.00;1’003’897’358.50;178.50;184.25
05.Okt.2018;EUR;36.39;28’050’000.00;1’020’822’166.83;181.50;187.34
04.Okt.2018;EUR;36.91;28’050’000.00;1’035’439’719.35;184.10;190.02
02.Okt.2018;EUR;36.86;28’050’000.00;1’033’834’029.48;183.82;189.72
01.Okt.2018;EUR;36.93;28’050’000.00;1’035’784’771.31;184.16;190.08
28.Sept.2018;EUR;36.67;28’050’000.00;1’028’719’525.87;182.91;188.78
27.Sept.2018;EUR;36.80;28’050’000.00;1’032’368’676.82;183.56;189.44
26.Sept.2018;EUR;36.62;28’050’000.00;1’027’265’373.02;182.65;188.50
25.Sept.2018;EUR;36.69;28’050’000.00;1’029’118’128.26;182.98;188.84
24.Sept.2018;EUR;35.93;28’050’000.00;1’007’826’646.70;179.19;185.12
21.Sept.2018;EUR;35.47;28’050’000.00;994’818’044.99;176.88;182.76
20.Sept.2018;EUR;35.35;27’850’000.00;984’574’085.41;176.32;182.17
19.Sept.2018;EUR;35.19;27’850’000.00;979’960’610.55;175.49;181.31
18.Sept.2018;EUR;35.07;27’850’000.00;976’672’183.71;174.90;180.71
17.Sept.2018;EUR;34.86;27’850’000.00;970’786’420.91;173.85;179.62
14.Sept.2018;EUR;34.82;27’850’000.00;969’687’951.31;173.65;179.41
13.Sept.2018;EUR;34.71;27’850’000.00;966’543’212.12;173.09;178.82
12.Sept.2018;EUR;34.99;27’850’000.00;974’534’824.21;174.52;180.30
11.Sept.2018;EUR;34.43;27’850’000.00;958’998’670.97;171.74;177.43
10.Sept.2018;EUR;33.95;27’850’000.00;945’594’837.22;169.34;174.94
07.Sept.2018;EUR;33.87;27’850’000.00;943’268’970.13;168.92;174.50
06.Sept.2018;EUR;33.95;27’850’000.00;945’625’127.90;169.34;174.95
05.Sept.2018;EUR;34.33;27’850’000.00;955’964’441.66;171.19;176.85
04.Sept.2018;EUR;34.95;27’850’000.00;973’223’204.56;174.28;180.04
03.Sept.2018;EUR;35.09;27’850’000.00;977’333’147.77;175.02;180.81
31.Aug.2018;EUR;34.90;27’850’000.00;971’834’362.45;174.04;179.78
30.Aug.2018;EUR;35.35;27’850’000.00;984’389’404.63;176.28;182.10
29.Aug.2018;EUR;35.32;27’850’000.00;983’559’651.15;176.13;181.95
28.Aug.2018;EUR;35.30;27’850’000.00;983’231’930.19;176.08;181.89
27.Aug.2018;EUR;35.52;27’850’000.00;989’118’875.43;177.13;182.97
24.Aug.2018;EUR;35.31;27’850’000.00;983’473’595.80;176.12;181.92
23.Aug.2018;EUR;35.00;27’850’000.00;974’732’587.88;174.55;180.30
22.Aug.2018;EUR;34.93;27’200’000.00;950’207’657.75;174.23;179.96
21.Aug.2018;EUR;34.64;27’200’000.00;942’199’506.75;172.76;178.43
20.Aug.2018;EUR;34.34;27’200’000.00;934’008’256.22;171.26;176.90
17.Aug.2018;EUR;34.05;27’200’000.00;926’140’158.49;169.82;175.41
16.Aug.2018;EUR;34.09;27’200’000.00;927’251’475.55;170.02;175.61
15.Aug.2018;EUR;34.04;27’200’000.00;925’829’935.34;169.76;175.34
14.Aug.2018;EUR;34.76;27’200’000.00;945’470’741.21;173.36;179.06
13.Aug.2018;EUR;34.94;27’200’000.00;950’380’425.47;174.26;179.99
10.Aug.2018;EUR;34.94;27’200’000.00;950’382’514.17;174.26;179.98
09.Aug.2018;EUR;35.43;27’200’000.00;963’659’352.17;176.70;182.51
08.Aug.2018;EUR;35.58;27’200’000.00;967’863’763.80;177.47;183.30
07.Aug.2018;EUR;35.80;27’200’000.00;973’773’233.22;178.55;184.42
06.Aug.2018;EUR;35.26;27’200’000.00;959’069’982.20;175.85;181.63
03.Aug.2018;EUR;35.09;27’200’000.00;954’354’713.46;174.99;180.73
02.Aug.2018;EUR;35.02;27’200’000.00;952’457’335.39;174.64;180.37
01.Aug.2018;EUR;35.41;27’200’000.00;963’157’785.70;176.60;182.40
31.Juli2018;EUR;35.71;27’200’000.00;971’188’982.91;178.08;183.92
30.Juli2018;EUR;35.40;27’200’000.00;962’872’603.82;176.55;182.34
27.Juli2018;EUR;35.39;26’750’000.00;946’813’239.19;176.53;182.31
26.Juli2018;EUR;35.04;26’750’000.00;937’281’740.89;174.75;180.47
25.Juli2018;EUR;34.87;26’750’000.00;932’808’608.39;173.92;179.61
24.Juli2018;EUR;34.89;26’750’000.00;933’423’959.21;174.03;179.72
23.Juli2018;EUR;34.69;26’750’000.00;928’045’837.90;173.03;178.69
20.Juli2018;EUR;34.68;26’750’000.00;927’734’912.47;172.97;178.62
19.Juli2018;EUR;34.75;26’750’000.00;929’613’254.84;173.32;178.98
18.Juli2018;EUR;34.62;26’750’000.00;925’975’062.31;172.64;178.28
17.Juli2018;EUR;34.60;26’750’000.00;925’475’800.88;172.55;178.18
16.Juli2018;EUR;34.59;26’750’000.00;925’224’660.74;172.50;178.13
13.Juli2018;EUR;35.44;27’450’000.00;972’866’913.39;175.35;181.08
12.Juli2018;EUR;35.44;27’450’000.00;972’921’514.15;175.36;181.09
11.Juli2018;EUR;35.46;27’450’000.00;973’249’469.17;175.42;181.15
10.Juli2018;EUR;36.29;27’450’000.00;996’175’723.20;179.55;185.41
09.Juli2018;EUR;35.80;27’600’000.00;988’012’063.23;177.11;182.89
06.Juli2018;EUR;35.32;27’600’000.00;974’768’257.02;174.74;180.43
05.Juli2018;EUR;35.52;27’600’000.00;980’242’919.52;175.72;181.44
04.Juli2018;EUR;35.26;27’600’000.00;973’184’122.81;174.45;180.13
03.Juli2018;EUR;35.22;27’600’000.00;972’042’060.55;174.25;179.92
02.Juli2018;EUR;34.84;27’600’000.00;961’481’565.26;172.35;177.96
29.Juni2018;EUR;35.15;27’600’000.00;970’224’725.73;173.92;179.57
28.Juni2018;EUR;35.18;28’250’000.00;993’734’817.65;174.04;179.68
27.Juni2018;EUR;35.34;28’250’000.00;998’307’379.45;174.84;180.50
26.Juni2018;EUR;34.48;28’250’000.00;973’974’234.75;170.58;176.10
25.Juni2018;EUR;34.34;28’250’000.00;970’172’915.93;169.91;175.41
22.Juni2018;EUR;35.20;28’250’000.00;994’483’456.99;174.17;179.80
21.Juni2018;EUR;34.15;28’250’000.00;964’845’408.61;168.98;174.44
20.Juni2018;EUR;34.45;28’250’000.00;973’079’400.84;170.42;175.93
19.Juni2018;EUR;34.76;28’250’000.00;981’896’137.31;171.96;177.51
18.Juni2018;EUR;34.95;27’250’000.00;952’273’567.20;172.90;178.47
15.Juni2018;EUR;34.82;27’250’000.00;948’820’235.12;172.27;177.87
14.Juni2018;EUR;35.57;27’250’000.00;969’388’486.60;176.00;181.73
13.Juni2018;EUR;34.92;27’250’000.00;951’699’505.72;172.79;178.41
12.Juni2018;EUR;35.21;27’300’000.00;961’169’035.03;174.19;179.86
11.Juni2018;EUR;35.51;27’300’000.00;969’505’906.76;175.70;181.40
08.Juni2018;EUR;35.25;27’300’000.00;962’335’617.94;174.40;180.25
07.Juni2018;EUR;35.53;27’300’000.00;969’917’995.35;175.78;181.67
06.Juni2018;EUR;35.02;27’600’000.00;966’477’897.64;173.25;179.05
05.Juni2018;EUR;34.91;27’600’000.00;963’466’242.01;172.71;178.49
04.Juni2018;EUR;35.12;27’600’000.00;969’332’765.03;173.76;179.57
01.Juni2018;EUR;35.27;27’050’000.00;954’001’490.53;174.49;180.32
30.Mai2018;EUR;34.82;27’050’000.00;942’001’461.58;172.30;178.04
29.Mai2018;EUR;34.14;27’050’000.00;923’378’863.89;168.89;174.52
28.Mai2018;EUR;33.98;27’050’000.00;919’033’599.31;168.10;173.71
